,station,date,prcp,tobs
1938,USC00519397,6/25/2015,0.03,79
4691,USC00513117,6/25/2015,0.2,75
6971,USC00514830,6/25/2015,0.2,78
11460,USC00519523,6/25/2015,0.14,77
14183,USC00519281,6/25/2015,0.21,71
16875,USC00511918,6/25/2015,0.01,70
18806,USC00516128,6/25/2015,1.36,71
1939,USC00519397,6/26/2015,0,79
4692,USC00513117,6/26/2015,0.1,76
6972,USC00514830,6/26/2015,0.11,78
11461,USC00519523,6/26/2015,0,77
14184,USC00519281,6/26/2015,0.02,74
16876,USC00511918,6/26/2015,0.01,71
18807,USC00516128,6/26/2015,0.4,70
1940,USC00519397,6/27/2015,0,81
4693,USC00513117,6/27/2015,0.06,76
6973,USC00514830,6/27/2015,0.09,80
11462,USC00519523,6/27/2015,0,81
14185,USC00519281,6/27/2015,0.21,74
18808,USC00516128,6/27/2015,0.17,75
1941,USC00519397,6/28/2015,0,76
6974,USC00514830,6/28/2015,0,80
14186,USC00519281,6/28/2015,0.02,78
18809,USC00516128,6/28/2015,0.16,72
1942,USC00519397,6/29/2015,0,80
6975,USC00514830,6/29/2015,0.11,79
14187,USC00519281,6/29/2015,0.27,72
18810,USC00516128,6/29/2015,1.62,70
1943,USC00519397,6/30/2015,0,78
6976,USC00514830,6/30/2015,1.1,74
11464,USC00519523,6/30/2015,0,72
14188,USC00519281,6/30/2015,0.16,69
18811,USC00516128,6/30/2015,0,72
1944,USC00519397,7/1/2015,0,79
6977,USC00514830,7/1/2015,0,80
11465,USC00519523,7/1/2015,0,71
14189,USC00519281,7/1/2015,0.01,68
18812,USC00516128,7/1/2015,0,75
1945,USC00519397,7/2/2015,0,80
8592,USC00517948,7/2/2015,0,81
11466,USC00519523,7/2/2015,0,80
14190,USC00519281,7/2/2015,0,68
18813,USC00516128,7/2/2015,0,79
1946,USC00519397,7/3/2015,0,82
14191,USC00519281,7/3/2015,0.28,73
18814,USC00516128,7/3/2015,0,76
1947,USC00519397,7/4/2015,0,81
14192,USC00519281,7/4/2015,0,77
18815,USC00516128,7/4/2015,0,75
1948,USC00519397,7/5/2015,0,81
14193,USC00519281,7/5/2015,0,78
18816,USC00516128,7/5/2015,0,74
1949,USC00519397,7/6/2015,0,81
4695,USC00513117,7/6/2015,0.01,78
14194,USC00519281,7/6/2015,0,74
18817,USC00516128,7/6/2015,0.04,74
1950,USC00519397,7/7/2015,0,81
11468,USC00519523,7/7/2015,0,82
14195,USC00519281,7/7/2015,0.01,75
18818,USC00516128,7/7/2015,0.13,74
1951,USC00519397,7/8/2015,0.03,80
11469,USC00519523,7/8/2015,0.26,79
14196,USC00519281,7/8/2015,0.32,75
18819,USC00516128,7/8/2015,1.26,73
1952,USC00519397,7/9/2015,0,81
4697,USC00513117,7/9/2015,0.05,79
8596,USC00517948,7/9/2015,0.1,83
11470,USC00519523,7/9/2015,0,79
14197,USC00519281,7/9/2015,0.04,74
16880,USC00511918,7/9/2015,0,76
18820,USC00516128,7/9/2015,0.13,75
1953,USC00519397,7/10/2015,0.01,81
4698,USC00513117,7/10/2015,0.29,77
11471,USC00519523,7/10/2015,0.3,78
14198,USC00519281,7/10/2015,0.48,76
16881,USC00511918,7/10/2015,0,73
18821,USC00516128,7/10/2015,2.23,73
1954,USC00519397,7/11/2015,0.02,79
4699,USC00513117,7/11/2015,0.33,78
11472,USC00519523,7/11/2015,0.22,77
14199,USC00519281,7/11/2015,0.57,77
18822,USC00516128,7/11/2015,1.57,76
1955,USC00519397,7/12/2015,0.02,79
4700,USC00513117,7/12/2015,0.3,77
6981,USC00514830,7/12/2015,0.15,82
11473,USC00519523,7/12/2015,0.43,78
14200,USC00519281,7/12/2015,0.27,82
18823,USC00516128,7/12/2015,0.49,78
1956,USC00519397,7/13/2015,0,80
4701,USC00513117,7/13/2015,0.2,79
6982,USC00514830,7/13/2015,0.06,77
11474,USC00519523,7/13/2015,0.06,78
14201,USC00519281,7/13/2015,0.06,77
18824,USC00516128,7/13/2015,2.59,74
1957,USC00519397,7/14/2015,0.01,81
6983,USC00514830,7/14/2015,0.11,79
8599,USC00517948,7/14/2015,0.05,80
11475,USC00519523,7/14/2015,0.05,78
14202,USC00519281,7/14/2015,0.47,73
16883,USC00511918,7/14/2015,0,75
18825,USC00516128,7/14/2015,0.4,72
1958,USC00519397,7/15/2015,0,81
6984,USC00514830,7/15/2015,0.04,80
8600,USC00517948,7/15/2015,0.08,79
11476,USC00519523,7/15/2015,0,78
14203,USC00519281,7/15/2015,0.23,73
16884,USC00511918,7/15/2015,0,71
18826,USC00516128,7/15/2015,0.68,74
1959,USC00519397,7/16/2015,0,83
6985,USC00514830,7/16/2015,0.21,76
8601,USC00517948,7/16/2015,0.05,80
11477,USC00519523,7/16/2015,0,78
14204,USC00519281,7/16/2015,0.41,74
16885,USC00511918,7/16/2015,0,75
18827,USC00516128,7/16/2015,0.25,75
1960,USC00519397,7/17/2015,0,83
6986,USC00514830,7/17/2015,1.24,80
11478,USC00519523,7/17/2015,0.13,79
14205,USC00519281,7/17/2015,0.69,75
16886,USC00511918,7/17/2015,0,75
18828,USC00516128,7/17/2015,0.47,76
1961,USC00519397,7/18/2015,0,82
4704,USC00513117,7/18/2015,0.07,78
6987,USC00514830,7/18/2015,0.01,81
11479,USC00519523,7/18/2015,0,80
14206,USC00519281,7/18/2015,0.27,83
18829,USC00516128,7/18/2015,0.44,75
1962,USC00519397,7/19/2015,0.05,78
4705,USC00513117,7/19/2015,0.03,77
11480,USC00519523,7/19/2015,0.11,82
14207,USC00519281,7/19/2015,0.05,72
18830,USC00516128,7/19/2015,0.74,72
1963,USC00519397,7/20/2015,0,79
4706,USC00513117,7/20/2015,0.03,77
11481,USC00519523,7/20/2015,0,80
14208,USC00519281,7/20/2015,0.01,71
1964,USC00519397,7/21/2015,0,81
6989,USC00514830,7/21/2015,0,81
11482,USC00519523,7/21/2015,0,83
14209,USC00519281,7/21/2015,0.26,73
1965,USC00519397,7/22/2015,0.01,79
6990,USC00514830,7/22/2015,0,80
14210,USC00519281,7/22/2015,0.31,76
16888,USC00511918,7/22/2015,0,77
18832,USC00516128,7/22/2015,2.44,72
1966,USC00519397,7/23/2015,0,81
6991,USC00514830,7/23/2015,0,81
14211,USC00519281,7/23/2015,0.02,74
16889,USC00511918,7/23/2015,0,71
18833,USC00516128,7/23/2015,0.07,75
1967,USC00519397,7/24/2015,0,81
6992,USC00514830,7/24/2015,0.03,80
11484,USC00519523,7/24/2015,0.18,78
14212,USC00519281,7/24/2015,0.03,75
16890,USC00511918,7/24/2015,0,77
18834,USC00516128,7/24/2015,0.25,75
1968,USC00519397,7/25/2015,0,81
6993,USC00514830,7/25/2015,0.2,81
11485,USC00519523,7/25/2015,0,79
14213,USC00519281,7/25/2015,0.1,78
18835,USC00516128,7/25/2015,0.1,72
1969,USC00519397,7/26/2015,0,80
6994,USC00514830,7/26/2015,0,82
11486,USC00519523,7/26/2015,0.03,77
14214,USC00519281,7/26/2015,0,72
18836,USC00516128,7/26/2015,0,73
1970,USC00519397,7/27/2015,0,81
6995,USC00514830,7/27/2015,0,81
11487,USC00519523,7/27/2015,0,80
14215,USC00519281,7/27/2015,0,75
18837,USC00516128,7/27/2015,0.09,74
1971,USC00519397,7/28/2015,0,81
6996,USC00514830,7/28/2015,0,82
11488,USC00519523,7/28/2015,0,80
14216,USC00519281,7/28/2015,0.14,74
16892,USC00511918,7/28/2015,0,74
18838,USC00516128,7/28/2015,0.42,76
1972,USC00519397,7/29/2015,0,82
6997,USC00514830,7/29/2015,0,81
11489,USC00519523,7/29/2015,0,81
14217,USC00519281,7/29/2015,0.02,77
18839,USC00516128,7/29/2015,0.12,77
1973,USC00519397,7/30/2015,0,82
6998,USC00514830,7/30/2015,0.01,80
11490,USC00519523,7/30/2015,0,82
14218,USC00519281,7/30/2015,0,74
18840,USC00516128,7/30/2015,0.06,75
1974,USC00519397,7/31/2015,0,80
11491,USC00519523,7/31/2015,0,79
14219,USC00519281,7/31/2015,0.01,77
16894,USC00511918,7/31/2015,0,82
18841,USC00516128,7/31/2015,0.11,75
1975,USC00519397,8/1/2015,0.02,78
4707,USC00513117,8/1/2015,0.05,79
11492,USC00519523,8/1/2015,0.16,79
14220,USC00519281,8/1/2015,0,78
18842,USC00516128,8/1/2015,0.54,73
1976,USC00519397,8/2/2015,0,81
4708,USC00513117,8/2/2015,0.02,80
11493,USC00519523,8/2/2015,0.01,84
14221,USC00519281,8/2/2015,0.01,79
18843,USC00516128,8/2/2015,0,76
1977,USC00519397,8/3/2015,0,81
4709,USC00513117,8/3/2015,0.02,81
11494,USC00519523,8/3/2015,0,79
14222,USC00519281,8/3/2015,0,75
18844,USC00516128,8/3/2015,0.03,76
1978,USC00519397,8/4/2015,0,77
4710,USC00513117,8/4/2015,0,77
11495,USC00519523,8/4/2015,0,78
14223,USC00519281,8/4/2015,0.01,69
16896,USC00511918,8/4/2015,0,84
18845,USC00516128,8/4/2015,0,76
1979,USC00519397,8/5/2015,0,82
4711,USC00513117,8/5/2015,0.02,77
11496,USC00519523,8/5/2015,0.1,81
14224,USC00519281,8/5/2015,0.02,76
16897,USC00511918,8/5/2015,0.1,76
18846,USC00516128,8/5/2015,0.59,74
1980,USC00519397,8/6/2015,0.1,81
4712,USC00513117,8/6/2015,0.27,77
11497,USC00519523,8/6/2015,0.13,80
14225,USC00519281,8/6/2015,0.47,74
16898,USC00511918,8/6/2015,0,76
18847,USC00516128,8/6/2015,0.5,76
1981,USC00519397,8/7/2015,0.14,80
4713,USC00513117,8/7/2015,0.3,77
8608,USC00517948,8/7/2015,0.05,81
11498,USC00519523,8/7/2015,0,82
14226,USC00519281,8/7/2015,0.02,73
18848,USC00516128,8/7/2015,0.09,75
1982,USC00519397,8/8/2015,0,82
4714,USC00513117,8/8/2015,0.27,76
11499,USC00519523,8/8/2015,0,82
14227,USC00519281,8/8/2015,0.16,80
18849,USC00516128,8/8/2015,0.01,77
1983,USC00519397,8/9/2015,0,79
11500,USC00519523,8/9/2015,0.09,77
14228,USC00519281,8/9/2015,0.06,74
18850,USC00516128,8/9/2015,0.54,73
1984,USC00519397,8/10/2015,0.01,81
4715,USC00513117,8/10/2015,0.01,79
8609,USC00517948,8/10/2015,0,80
11501,USC00519523,8/10/2015,0.01,80
14229,USC00519281,8/10/2015,0.04,75
18851,USC00516128,8/10/2015,0.41,75
1985,USC00519397,8/11/2015,0,82
4716,USC00513117,8/11/2015,0.02,79
8610,USC00517948,8/11/2015,0,81
11502,USC00519523,8/11/2015,0,81
14230,USC00519281,8/11/2015,0.04,75
18852,USC00516128,8/11/2015,0.23,73
1986,USC00519397,8/12/2015,0,83
4717,USC00513117,8/12/2015,0.09,79
7000,USC00514830,8/12/2015,0,83
8611,USC00517948,8/12/2015,0,81
11503,USC00519523,8/12/2015,0,81
14231,USC00519281,8/12/2015,0.01,76
18853,USC00516128,8/12/2015,0.39,77
1987,USC00519397,8/13/2015,0,83
4718,USC00513117,8/13/2015,0.19,77
7001,USC00514830,8/13/2015,0,80
11504,USC00519523,8/13/2015,0.06,83
14232,USC00519281,8/13/2015,0.07,76
18854,USC00516128,8/13/2015,0.44,75
1988,USC00519397,8/14/2015,0,82
4719,USC00513117,8/14/2015,0.21,78
7002,USC00514830,8/14/2015,0.09,80
11505,USC00519523,8/14/2015,0,80
14233,USC00519281,8/14/2015,0.43,75
16900,USC00511918,8/14/2015,0,78
18855,USC00516128,8/14/2015,0.92,74
1989,USC00519397,8/15/2015,0.01,80
4720,USC00513117,8/15/2015,0.02,83
7003,USC00514830,8/15/2015,0.33,82
11506,USC00519523,8/15/2015,0,81
14234,USC00519281,8/15/2015,0.18,76
18856,USC00516128,8/15/2015,1.28,73
1990,USC00519397,8/16/2015,0,81
11507,USC00519523,8/16/2015,0,81
14235,USC00519281,8/16/2015,0.04,74
18857,USC00516128,8/16/2015,0.29,75
1991,USC00519397,8/17/2015,0.01,79
4721,USC00513117,8/17/2015,0.51,74
11508,USC00519523,8/17/2015,0.12,75
14236,USC00519281,8/17/2015,0.24,78
18858,USC00516128,8/17/2015,0.08,75
1992,USC00519397,8/18/2015,0.06,78
4722,USC00513117,8/18/2015,0.24,74
7005,USC00514830,8/18/2015,0.2,81
11509,USC00519523,8/18/2015,1.14,76
14237,USC00519281,8/18/2015,0.89,76
18859,USC00516128,8/18/2015,1.59,76
4723,USC00513117,8/19/2015,0.02,76
7006,USC00514830,8/19/2015,0.2,75
11510,USC00519523,8/19/2015,0.42,75
14238,USC00519281,8/19/2015,0.03,74
18860,USC00516128,8/19/2015,0.08,76
4724,USC00513117,8/20/2015,0.08,79
7007,USC00514830,8/20/2015,0,81
11511,USC00519523,8/20/2015,1.05,75
14239,USC00519281,8/20/2015,0,72
16903,USC00511918,8/20/2015,0.1,75
18861,USC00516128,8/20/2015,0.11,77
1995,USC00519397,8/21/2015,0,82
4725,USC00513117,8/21/2015,0.05,83
7008,USC00514830,8/21/2015,0,83
14240,USC00519281,8/21/2015,1.62,77
18862,USC00516128,8/21/2015,0.17,75
1996,USC00519397,8/22/2015,0,84
4726,USC00513117,8/22/2015,0.65,77
7009,USC00514830,8/22/2015,0,83
14241,USC00519281,8/22/2015,0.03,80
18863,USC00516128,8/22/2015,0.11,79
1997,USC00519397,8/23/2015,0.02,81
4727,USC00513117,8/23/2015,0.33,73
7010,USC00514830,8/23/2015,0.62,84
11513,USC00519523,8/23/2015,0.07,81
14242,USC00519281,8/23/2015,2.86,80
18864,USC00516128,8/23/2015,0.43,75
1998,USC00519397,8/24/2015,0.42,74
4728,USC00513117,8/24/2015,0.23,76
7011,USC00514830,8/24/2015,3.7,75
11514,USC00519523,8/24/2015,3.43,74
14243,USC00519281,8/24/2015,3.62,72
18865,USC00516128,8/24/2015,4.81,72
1999,USC00519397,8/25/2015,0.2,79
4729,USC00513117,8/25/2015,0.52,76
7012,USC00514830,8/25/2015,0.13,82
11515,USC00519523,8/25/2015,0.12,80
14244,USC00519281,8/25/2015,0.31,79
16905,USC00511918,8/25/2015,1.3,79
18866,USC00516128,8/25/2015,0.1,77
2000,USC00519397,8/26/2015,0.62,77
4730,USC00513117,8/26/2015,1.03,76
7013,USC00514830,8/26/2015,0.11,81
8620,USC00517948,8/26/2015,1.5,80
11516,USC00519523,8/26/2015,0.5,76
14245,USC00519281,8/26/2015,0.6,72
16906,USC00511918,8/26/2015,0.8,76
18867,USC00516128,8/26/2015,0.79,76
2001,USC00519397,8/27/2015,0.62,77
4731,USC00513117,8/27/2015,0,78
7014,USC00514830,8/27/2015,0.05,80
11517,USC00519523,8/27/2015,2.29,76
14246,USC00519281,8/27/2015,2.96,75
18868,USC00516128,8/27/2015,2.67,77
2002,USC00519397,8/28/2015,0.06,81
4732,USC00513117,8/28/2015,0,85
7015,USC00514830,8/28/2015,0,83
11518,USC00519523,8/28/2015,0.12,79
14247,USC00519281,8/28/2015,0.05,77
18869,USC00516128,8/28/2015,0.19,76
2003,USC00519397,8/29/2015,0,82
4733,USC00513117,8/29/2015,0.25,81
7016,USC00514830,8/29/2015,0,85
11519,USC00519523,8/29/2015,0,82
14248,USC00519281,8/29/2015,0.01,82
18870,USC00516128,8/29/2015,0,75
2004,USC00519397,8/30/2015,0,81
4734,USC00513117,8/30/2015,0,78
11520,USC00519523,8/30/2015,0.02,80
14249,USC00519281,8/30/2015,0.05,77
18871,USC00516128,8/30/2015,0.04,77
2005,USC00519397,8/31/2015,0,81
11521,USC00519523,8/31/2015,0,80
14250,USC00519281,8/31/2015,0.02,76
18872,USC00516128,8/31/2015,0.26,78
2006,USC00519397,9/1/2015,0,80
4735,USC00513117,9/1/2015,0.32,78
7018,USC00514830,9/1/2015,0.22,82
8624,USC00517948,9/1/2015,0,82
11522,USC00519523,9/1/2015,0.09,79
14251,USC00519281,9/1/2015,0.3,76
16910,USC00511918,9/1/2015,0,78
18873,USC00516128,9/1/2015,0.07,77
2007,USC00519397,9/2/2015,0,80
4736,USC00513117,9/2/2015,0.28,79
7019,USC00514830,9/2/2015,0,79
8625,USC00517948,9/2/2015,0,80
14252,USC00519281,9/2/2015,0.01,73
16911,USC00511918,9/2/2015,0,76
18874,USC00516128,9/2/2015,0,77
2008,USC00519397,9/3/2015,0.23,77
4737,USC00513117,9/3/2015,1.55,79
7020,USC00514830,9/3/2015,0.19,76
8626,USC00517948,9/3/2015,0.16,76
14253,USC00519281,9/3/2015,0,74
16912,USC00511918,9/3/2015,0.2,76
18875,USC00516128,9/3/2015,0.16,74
2009,USC00519397,9/4/2015,0.52,77
4738,USC00513117,9/4/2015,0,83
7021,USC00514830,9/4/2015,0.24,82
11524,USC00519523,9/4/2015,0.81,84
14254,USC00519281,9/4/2015,1.35,75
16913,USC00511918,9/4/2015,0.7,73
18876,USC00516128,9/4/2015,1.04,75
2010,USC00519397,9/5/2015,0.08,80
4739,USC00513117,9/5/2015,0,82
7022,USC00514830,9/5/2015,0,82
14255,USC00519281,9/5/2015,0,83
18877,USC00516128,9/5/2015,0.06,79
2011,USC00519397,9/6/2015,0,78
4740,USC00513117,9/6/2015,0.71,76
14256,USC00519281,9/6/2015,0,76
18878,USC00516128,9/6/2015,0.02,74
2012,USC00519397,9/7/2015,0.06,79
4741,USC00513117,9/7/2015,0.19,77
11526,USC00519523,9/7/2015,0.48,80
14257,USC00519281,9/7/2015,0.97,81
18879,USC00516128,9/7/2015,0.32,76
2013,USC00519397,9/8/2015,0.01,81
7024,USC00514830,9/8/2015,0.4,80
11527,USC00519523,9/8/2015,1.16,77
14258,USC00519281,9/8/2015,0.74,81
18880,USC00516128,9/8/2015,0.29,79
2014,USC00519397,9/9/2015,0,80
8629,USC00517948,9/9/2015,0,81
11528,USC00519523,9/9/2015,0,74
14259,USC00519281,9/9/2015,0,84
18881,USC00516128,9/9/2015,0,78
2015,USC00519397,9/10/2015,0,79
4743,USC00513117,9/10/2015,0.06,78
8630,USC00517948,9/10/2015,0,83
11529,USC00519523,9/10/2015,0,80
14260,USC00519281,9/10/2015,0.09,85
18882,USC00516128,9/10/2015,0,76
2016,USC00519397,9/11/2015,0.77,79
4744,USC00513117,9/11/2015,0.09,78
8631,USC00517948,9/11/2015,0.2,79
11530,USC00519523,9/11/2015,0.55,82
14261,USC00519281,9/11/2015,0.69,80
18883,USC00516128,9/11/2015,0.52,75
2017,USC00519397,9/12/2015,0.5,76
4745,USC00513117,9/12/2015,2.7,80
11531,USC00519523,9/12/2015,2.28,83
14262,USC00519281,9/12/2015,3.1,79
18884,USC00516128,9/12/2015,2.44,76
2018,USC00519397,9/13/2015,0.11,79
4746,USC00513117,9/13/2015,0.16,80
11532,USC00519523,9/13/2015,0.07,80
14263,USC00519281,9/13/2015,0.26,81
18885,USC00516128,9/13/2015,0.79,76
2019,USC00519397,9/14/2015,0.77,78
4747,USC00513117,9/14/2015,0.63,78
11533,USC00519523,9/14/2015,0.31,77
14264,USC00519281,9/14/2015,0.52,79
18886,USC00516128,9/14/2015,2.57,75
2020,USC00519397,9/15/2015,0.26,78
4748,USC00513117,9/15/2015,0.56,76
7027,USC00514830,9/15/2015,0.75,77
11534,USC00519523,9/15/2015,1.17,77
14265,USC00519281,9/15/2015,1.61,76
18887,USC00516128,9/15/2015,6.83,73
2021,USC00519397,9/16/2015,0.01,81
4749,USC00513117,9/16/2015,0.06,79
7028,USC00514830,9/16/2015,0.04,79
8634,USC00517948,9/16/2015,0.22,81
11535,USC00519523,9/16/2015,0.01,80
14266,USC00519281,9/16/2015,0.41,80
18888,USC00516128,9/16/2015,2.5,76
2022,USC00519397,9/17/2015,0,81
4750,USC00513117,9/17/2015,0.06,75
7029,USC00514830,9/17/2015,0,83
8635,USC00517948,9/17/2015,0,79
11536,USC00519523,9/17/2015,0,80
14267,USC00519281,9/17/2015,0.07,80
16915,USC00511918,9/17/2015,0,71
18889,USC00516128,9/17/2015,0.28,75
2023,USC00519397,9/18/2015,0.02,81
4751,USC00513117,9/18/2015,0.08,78
7030,USC00514830,9/18/2015,0.23,79
8636,USC00517948,9/18/2015,0,79
11537,USC00519523,9/18/2015,0,81
14268,USC00519281,9/18/2015,0.42,80
16916,USC00511918,9/18/2015,0,74
18890,USC00516128,9/18/2015,0.37,75
2024,USC00519397,9/19/2015,0.02,83
4752,USC00513117,9/19/2015,0,80
11538,USC00519523,9/19/2015,0,81
14269,USC00519281,9/19/2015,0.07,78
18891,USC00516128,9/19/2015,0.21,76
2025,USC00519397,9/20/2015,0,82
4753,USC00513117,9/20/2015,0.07,80
11539,USC00519523,9/20/2015,0,82
14270,USC00519281,9/20/2015,0.25,79
18892,USC00516128,9/20/2015,0.26,74
2026,USC00519397,9/21/2015,0.07,79
4754,USC00513117,9/21/2015,0.07,80
9503,USC00518838,9/21/2015,0,76
11540,USC00519523,9/21/2015,0.01,80
14271,USC00519281,9/21/2015,0.63,80
18893,USC00516128,9/21/2015,1.43,75
2027,USC00519397,9/22/2015,0.09,81
4755,USC00513117,9/22/2015,0.32,80
7032,USC00514830,9/22/2015,0.07,80
11541,USC00519523,9/22/2015,0.11,80
14272,USC00519281,9/22/2015,0.37,80
16918,USC00511918,9/22/2015,0,76
18894,USC00516128,9/22/2015,1.29,76
2028,USC00519397,9/23/2015,0.01,80
4756,USC00513117,9/23/2015,0.3,78
7033,USC00514830,9/23/2015,0.07,79
11542,USC00519523,9/23/2015,0.03,79
14273,USC00519281,9/23/2015,0.48,77
16919,USC00511918,9/23/2015,0,77
18895,USC00516128,9/23/2015,0.58,73
2029,USC00519397,9/24/2015,0,81
4757,USC00513117,9/24/2015,0.01,79
7034,USC00514830,9/24/2015,0.11,79
11543,USC00519523,9/24/2015,0.08,78
14274,USC00519281,9/24/2015,0.11,77
16920,USC00511918,9/24/2015,0,76
18896,USC00516128,9/24/2015,1.3,72
2030,USC00519397,9/25/2015,0.08,81
4758,USC00513117,9/25/2015,0,79
7035,USC00514830,9/25/2015,0.08,76
11544,USC00519523,9/25/2015,0.05,78
14275,USC00519281,9/25/2015,0.2,74
16921,USC00511918,9/25/2015,0,77
18897,USC00516128,9/25/2015,0.54,73
2031,USC00519397,9/26/2015,0.03,80
4759,USC00513117,9/26/2015,0.36,79
7036,USC00514830,9/26/2015,0.39,79
11545,USC00519523,9/26/2015,0.01,80
14276,USC00519281,9/26/2015,0.49,75
18898,USC00516128,9/26/2015,1.02,76
2032,USC00519397,9/27/2015,0.15,79
4760,USC00513117,9/27/2015,0.18,77
7037,USC00514830,9/27/2015,0.41,75
11546,USC00519523,9/27/2015,0.18,76
14277,USC00519281,9/27/2015,0.45,74
18899,USC00516128,9/27/2015,1.72,73
2033,USC00519397,9/28/2015,0.04,79
4761,USC00513117,9/28/2015,0.17,77
7038,USC00514830,9/28/2015,0.3,80
9504,USC00518838,9/28/2015,0,77
11547,USC00519523,9/28/2015,0.14,78
14278,USC00519281,9/28/2015,0.77,77
18900,USC00516128,9/28/2015,4.18,72
2034,USC00519397,9/29/2015,0.11,78
4762,USC00513117,9/29/2015,0.07,77
7039,USC00514830,9/29/2015,0.03,78
9505,USC00518838,9/29/2015,0,73
11548,USC00519523,9/29/2015,0.01,78
14279,USC00519281,9/29/2015,0.8,78
18901,USC00516128,9/29/2015,0.65,73
2035,USC00519397,9/30/2015,0.04,80
4763,USC00513117,9/30/2015,0.17,80
7040,USC00514830,9/30/2015,0.06,79
14280,USC00519281,9/30/2015,0.14,80
18902,USC00516128,9/30/2015,1.4,72
2036,USC00519397,10/1/2015,0.05,76
4764,USC00513117,10/1/2015,0,79
7041,USC00514830,10/1/2015,0.05,79
14281,USC00519281,10/1/2015,0,77
18903,USC00516128,10/1/2015,0.41,71
2037,USC00519397,10/2/2015,0.03,79
4765,USC00513117,10/2/2015,0.02,76
7042,USC00514830,10/2/2015,0,76
14282,USC00519281,10/2/2015,0.06,73
18904,USC00516128,10/2/2015,0.17,72
2038,USC00519397,10/3/2015,0,79
4766,USC00513117,10/3/2015,0,75
7043,USC00514830,10/3/2015,0,80
11550,USC00519523,10/3/2015,0,79
14283,USC00519281,10/3/2015,0,76
18905,USC00516128,10/3/2015,0.02,73
2039,USC00519397,10/4/2015,0,79
4767,USC00513117,10/4/2015,0,78
7044,USC00514830,10/4/2015,0.08,78
11551,USC00519523,10/4/2015,0,78
14284,USC00519281,10/4/2015,0.09,74
18906,USC00516128,10/4/2015,0.23,74
2040,USC00519397,10/5/2015,0,78
4768,USC00513117,10/5/2015,0.4,76
11552,USC00519523,10/5/2015,0.65,76
14285,USC00519281,10/5/2015,1.46,75
18907,USC00516128,10/5/2015,0.51,74
2041,USC00519397,10/6/2015,0,76
4769,USC00513117,10/6/2015,0.22,75
11553,USC00519523,10/6/2015,0.55,77
14286,USC00519281,10/6/2015,0.19,75
18908,USC00516128,10/6/2015,0.41,73
2042,USC00519397,10/7/2015,0.04,79
4770,USC00513117,10/7/2015,0.22,75
7046,USC00514830,10/7/2015,0.04,77
11554,USC00519523,10/7/2015,0.12,73
14287,USC00519281,10/7/2015,0.01,68
18909,USC00516128,10/7/2015,0.15,73
2043,USC00519397,10/8/2015,0,76
4771,USC00513117,10/8/2015,0.05,75
7047,USC00514830,10/8/2015,0,78
11555,USC00519523,10/8/2015,0,72
14288,USC00519281,10/8/2015,0.09,66
16922,USC00511918,10/8/2015,0,83
18910,USC00516128,10/8/2015,0.03,74
2044,USC00519397,10/9/2015,0,79
4772,USC00513117,10/9/2015,0.03,75
7048,USC00514830,10/9/2015,2.15,74
11556,USC00519523,10/9/2015,0.01,76
14289,USC00519281,10/9/2015,0.04,73
16923,USC00511918,10/9/2015,0,84
18911,USC00516128,10/9/2015,0,76
2045,USC00519397,10/10/2015,0,81
4773,USC00513117,10/10/2015,0.11,74
7049,USC00514830,10/10/2015,0,81
18912,USC00516128,10/10/2015,0,75
2046,USC00519397,10/11/2015,0,78
4774,USC00513117,10/11/2015,0.09,81
7050,USC00514830,10/11/2015,0.38,80
14290,USC00519281,10/11/2015,0.8,76
2047,USC00519397,10/12/2015,0.03,77
4775,USC00513117,10/12/2015,1,77
7051,USC00514830,10/12/2015,3.85,76
11558,USC00519523,10/12/2015,0.56,76
14291,USC00519281,10/12/2015,0.41,75
16924,USC00511918,10/12/2015,0,73
2048,USC00519397,10/13/2015,0.04,79
4776,USC00513117,10/13/2015,1.7,75
7052,USC00514830,10/13/2015,1.8,75
9506,USC00518838,10/13/2015,0,73
11559,USC00519523,10/13/2015,2.24,76
14292,USC00519281,10/13/2015,1.53,73
16925,USC00511918,10/13/2015,0.4,72
18914,USC00516128,10/13/2015,0.31,73
2049,USC00519397,10/14/2015,0.01,82
4777,USC00513117,10/14/2015,1.21,75
7053,USC00514830,10/14/2015,0.41,75
11560,USC00519523,10/14/2015,1.42,75
14293,USC00519281,10/14/2015,0.39,72
16926,USC00511918,10/14/2015,0,72
18915,USC00516128,10/14/2015,0.59,73
2050,USC00519397,10/15/2015,0.01,78
4778,USC00513117,10/15/2015,0.81,74
7054,USC00514830,10/15/2015,0.31,78
11561,USC00519523,10/15/2015,0.75,74
14294,USC00519281,10/15/2015,1.02,77
16927,USC00511918,10/15/2015,0,72
18916,USC00516128,10/15/2015,1.77,71
2051,USC00519397,10/16/2015,0,80
4779,USC00513117,10/16/2015,0.73,73
7055,USC00514830,10/16/2015,0,76
9507,USC00518838,10/16/2015,0,79
11562,USC00519523,10/16/2015,0.11,75
14295,USC00519281,10/16/2015,1.33,71
16928,USC00511918,10/16/2015,0,72
18917,USC00516128,10/16/2015,0.33,73
2052,USC00519397,10/17/2015,0,83
4780,USC00513117,10/17/2015,0.1,79
11563,USC00519523,10/17/2015,0.15,79
14296,USC00519281,10/17/2015,0.51,79
18918,USC00516128,10/17/2015,1.8,76
2053,USC00519397,10/18/2015,0.04,82
